Gene Id: 	 Protein Id: DAA00620.1	 Virus Id: AC_000007.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 552
Gene Id: E5A	 Protein Id: 	 Virus Id: M14119.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 275
Gene Id: E5A	 Protein Id: AAA46932.1	 Virus Id: M14119.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 272
Gene Id: E5B	 Protein Id: 	 Virus Id: M14119.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 224
Gene Id: E5B	 Protein Id: AAA46933.1	 Virus Id: M14119.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 221
Gene Id: L2	 Protein Id: 	 Virus Id: M14119.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1367
Gene Id: L2	 Protein Id: AAA46934.1	 Virus Id: M14119.1	 Percentage of covered: 5.571847507331378 %	 Percentage of not covered: 94.42815249266863 %	 From: 1364
Gene Id: L1	 Protein Id: 	 Virus Id: M14119.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1505
Gene Id: L1	 Protein Id: AAA46935.1	 Virus Id: M14119.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1502
Gene Id: 	 Protein Id: AAD39692.1	 Virus Id: NC_000858.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1283
Gene Id: 	 Protein Id: AAD39694.1	 Virus Id: NC_000858.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 497
Gene Id: 	 Protein Id: AAD39693.1	 Virus Id: NC_000858.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 3650
Gene Id: 	 Protein Id: AAD39695.1	 Virus Id: NC_000858.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 734
Gene Id: NS	 Protein Id: 	 Virus Id: NC_000883.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2015
Gene Id: NS	 Protein Id: AAQ91878.1	 Virus Id: NC_000883.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2012
Gene Id: 	 Protein Id: AAQ91882.1	 Virus Id: NC_000883.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 221
Gene Id: VP1	 Protein Id: 	 Virus Id: NC_000883.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2345
Gene Id: VP1	 Protein Id: AAQ91879.1	 Virus Id: NC_000883.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2342
Gene Id: 	 Protein Id: AAQ91883.1	 Virus Id: NC_000883.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 242
Gene Id: VP2	 Protein Id: 	 Virus Id: NC_000883.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1664
Gene Id: VP2	 Protein Id: AAQ91880.1	 Virus Id: NC_000883.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1661
Gene Id: 	 Protein Id: AAQ91881.1	 Virus Id: NC_000883.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 281
Gene Id: DR1	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 3405
Gene Id: DR1	 Protein Id: AAD49614.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 258
Gene Id: DR1	 Protein Id: AAD49614.1	 Virus Id: NC_000898.1	 Percentage of covered: 4.015865146256817 %	 Percentage of not covered: 95.98413485374319 %	 From: 2017
Gene Id: DR3	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 602
Gene Id: DR3	 Protein Id: AAD49618.1	 Virus Id: NC_000898.1	 Percentage of covered: 4.674457429048414 %	 Percentage of not covered: 95.32554257095158 %	 From: 599
Gene Id: B1	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 966
Gene Id: B1	 Protein Id: AAD49617.1	 Virus Id: NC_000898.1	 Percentage of covered: 15.756302521008402 %	 Percentage of not covered: 84.24369747899159 %	 From: 476
Gene Id: B2	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 452
Gene Id: B2	 Protein Id: AAD49616.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 236
Gene Id: DR6	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2408
Gene Id: DR6	 Protein Id: AAD49615.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 303
Gene Id: DR6	 Protein Id: AAD49615.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 871
Gene Id: B3	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 179
Gene Id: B3	 Protein Id: AAD49619.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 176
Gene Id: B4	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 581
Gene Id: B4	 Protein Id: AAD49620.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 578
Gene Id: B5	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 446
Gene Id: B5	 Protein Id: AAD49621.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 236
Gene Id: U4	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 4525
Gene Id: U4	 Protein Id: AAD49623.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1604
Gene Id: U3	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2690
Gene Id: U3	 Protein Id: AAD49622.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1157
Gene Id: U2	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1200
Gene Id: U2	 Protein Id: AAD49691.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1088
Gene Id: U8	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 4127
Gene Id: U8	 Protein Id: AAD49625.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1232
Gene Id: U7	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2888
Gene Id: U7	 Protein Id: AAD49634.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1069
Gene Id: U7	 Protein Id: AAD49634.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1638
Gene Id: U6	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 206
Gene Id: U6	 Protein Id: AAD49624.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 203
Gene Id: U9	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 342
Gene Id: U9	 Protein Id: AAD49626.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 311
Gene Id: U10	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1511
Gene Id: U10	 Protein Id: AAD49627.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1508
Gene Id: U11	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2617
Gene Id: U11	 Protein Id: AAA02870.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2573
Gene Id: U12	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1160
Gene Id: U12	 Protein Id: AAD49690.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 32
Gene Id: U12	 Protein Id: AAD49690.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 581
Gene Id: U13	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2317
Gene Id: U13	 Protein Id: AAD49628.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 320
Gene Id: U14	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1896
Gene Id: U14	 Protein Id: AAD49629.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1829
Gene Id: U15	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 927
Gene Id: U15	 Protein Id: AAD49689.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 316
Gene Id: U15	 Protein Id: AAD49689.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 72
Gene Id: U15	 Protein Id: AAD49689.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 182
Gene Id: U17	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1163
Gene Id: U17	 Protein Id: AAD49635.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 228
Gene Id: U17	 Protein Id: AAD49635.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 772
Gene Id: U19	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2480
Gene Id: U19	 Protein Id: AAD49631.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1166
Gene Id: U18	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1045
Gene Id: U18	 Protein Id: AAD49630.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 881
Gene Id: U25	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 5840
Gene Id: U25	 Protein Id: AAD49639.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 947
Gene Id: U24A	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 4873
Gene Id: U24A	 Protein Id: AAD49638.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 170
Gene Id: U24	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 4681
Gene Id: U24	 Protein Id: AAD49637.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 263
Gene Id: U23	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 4290
Gene Id: U23	 Protein Id: AAD49688.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 896
Gene Id: U22	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 3363
Gene Id: U22	 Protein Id: AAD49636.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 605
Gene Id: U21	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2858
Gene Id: U21	 Protein Id: AAD49633.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1499
Gene Id: U20	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1353
Gene Id: U20	 Protein Id: AAD49632.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1301
Gene Id: U27	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2016
Gene Id: U27	 Protein Id: AAD49641.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1097
Gene Id: U26	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 928
Gene Id: U26	 Protein Id: AAD49640.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 884
Gene Id: U29	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 3348
Gene Id: U29	 Protein Id: AAD49643.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 896
Gene Id: U28	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2426
Gene Id: U28	 Protein Id: AAD49642.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2411
Gene Id: U30	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 9560
Gene Id: U30	 Protein Id: AAD49644.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 3245
Gene Id: U31	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 6295
Gene Id: U31	 Protein Id: AAD49645.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 6230
Gene Id: U35	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2838
Gene Id: U35	 Protein Id: AAD49649.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 317
Gene Id: U34	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2501
Gene Id: U34	 Protein Id: AAD49648.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 827
Gene Id: U33	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1720
Gene Id: U33	 Protein Id: AAD49647.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1409
Gene Id: U32	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 306
Gene Id: U32	 Protein Id: AAD49646.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 266
Gene Id: U36	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2253
Gene Id: U36	 Protein Id: AAD49650.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1451
Gene Id: U37	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 795
Gene Id: U37	 Protein Id: AAD49651.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 791
Gene Id: U41	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 11110
Gene Id: U41	 Protein Id: AAB06339.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 3395
Gene Id: U40	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 7704
Gene Id: U40	 Protein Id: AAD49654.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2177
Gene Id: U39	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 5570
Gene Id: U39	 Protein Id: AAD49653.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2489
Gene Id: U38	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 3078
Gene Id: U38	 Protein Id: AAD49652.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 3035
Gene Id: U43	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 4495
Gene Id: U43	 Protein Id: AAB06341.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2579
Gene Id: U42	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1688
Gene Id: U42	 Protein Id: AAB06340.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1547
Gene Id: U44	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2149
Gene Id: U44	 Protein Id: AAB06342.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 692
Gene Id: U45	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1130
Gene Id: U45	 Protein Id: AAB06343.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1127
Gene Id: U46	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 304
Gene Id: U46	 Protein Id: AAB06344.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 251
Gene Id: U47	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2260
Gene Id: U47	 Protein Id: AAB06345.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2213
Gene Id: U48	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2089
Gene Id: U48	 Protein Id: AAB06346.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2081
Gene Id: U49	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 3192
Gene Id: U49	 Protein Id: AAB06347.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 755
Gene Id: U50	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2657
Gene Id: U50	 Protein Id: AAB06348.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1664
Gene Id: U51	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 905
Gene Id: U51	 Protein Id: AAB06349.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 902
Gene Id: U52	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 777
Gene Id: U52	 Protein Id: AAD49655.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 773
Gene Id: U53	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1586
Gene Id: U53	 Protein Id: AAD49656.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1583
Gene Id: U57	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 7899
Gene Id: U57	 Protein Id: AAD49660.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 4034
Gene Id: U56	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 3860
Gene Id: U56	 Protein Id: AAD49659.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 887
Gene Id: U55	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2969
Gene Id: U55	 Protein Id: AAD49658.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1475
Gene Id: U54	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1413
Gene Id: U54	 Protein Id: AAD49657.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1376
Gene Id: U58	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 3600
Gene Id: U58	 Protein Id: AAD49661.1	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2315
Gene Id: U59	 Protein Id: 	 Virus Id: NC_000898.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1285
